,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_p,traveltime_p,studytime_p,failures_p,schoolsup_p,famsup_p,paid_p,activities_p,nursery,higher_p,internet,romantic_p,famrel_p,freetime_p,goout_p,Dalc_p,Walc_p,health_p,absences_p,G1_por,G2_por,G3_por,guardian_m,traveltime_m,studytime_m,failures_m,schoolsup_m,famsup_m,paid_m,activities_m,higher_m,romantic_m,famrel_m,freetime_m,goout_m,Dalc_m,Walc_m,health_m,absences_m,G1_mat,G2_mat,G3_mat
91,GP,F,16,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,4,2,9,11,11,mother,1.0,3.0,0.0,no,yes,yes,no,yes,yes,4.0,3.0,3.0,1.0,3.0,4.0,0.0,7.0,7.0,8.0
92,GP,F,15,U,GT3,T,4,3,services,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,3,1,6,14,13,13,mother,1.0,1.0,0.0,no,no,yes,yes,yes,no,4.0,5.0,5.0,1.0,3.0,1.0,4.0,16.0,17.0,18.0
93,GP,F,16,U,LE3,T,3,1,other,other,home,father,1,2,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,2,0,12,13,12,father,1.0,2.0,0.0,yes,yes,no,no,yes,no,3.0,3.0,3.0,2.0,3.0,2.0,4.0,7.0,6.0,6.0
94,GP,F,16,U,GT3,T,4,2,teacher,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,2,13,14,14,mother,2.0,2.0,0.0,no,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,1.0,0.0,11.0,10.0,10.0
95,GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,2,11,12,12,mother,1.0,4.0,0.0,no,yes,no,yes,yes,no,4.0,3.0,4.0,1.0,1.0,4.0,6.0,11.0,13.0,14.0
96,GP,F,15,R,GT3,T,1,1,at_home,other,home,mother,2,4,0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,4,13,13,13,mother,2.0,4.0,1.0,yes,yes,yes,yes,yes,no,3.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,10.0,10.0
97,GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,0,yes,yes,yes,yes,no,yes,yes,no,3,3,3,1,1,4,6,9,11,11,mother,2.0,1.0,0.0,yes,yes,no,yes,yes,no,3.0,3.0,3.0,1.0,1.0,4.0,2.0,11.0,15.0,15.0
98,GP,F,16,U,GT3,T,2,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,3,5,1,1,5,0,13,12,12,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,4.0,3.0,5.0,1.0,1.0,5.0,2.0,8.0,9.0,10.0
99,GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,4,12,13,13,mother,1.0,1.0,0.0,no,no,no,yes,yes,no,5.0,3.0,4.0,1.0,2.0,1.0,6.0,11.0,14.0,14.0
100,GP,F,16,U,GT3,T,4,3,other,at_home,course,mother,1,3,0,yes,yes,no,no,yes,yes,yes,no,5,3,5,1,1,3,2,12,13,13,mother,1.0,3.0,0.0,yes,yes,yes,no,yes,no,5.0,3.0,5.0,1.0,1.0,3.0,0.0,7.0,9.0,8.0
101,GP,M,16,U,GT3,T,4,4,services,services,other,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,no,4,5,5,5,5,4,12,9,9,8,mother,1.0,1.0,0.0,yes,yes,yes,yes,yes,no,4.0,5.0,5.0,5.0,5.0,4.0,14.0,7.0,7.0,5.0
102,GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,16,16,16,father,1.0,3.0,0.0,no,yes,no,yes,yes,yes,4.0,4.0,3.0,1.0,1.0,4.0,0.0,16.0,17.0,17.0
103,GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,1,1,5,2,12,13,12,mother,1.0,1.0,0.0,no,yes,no,yes,yes,no,5.0,3.0,3.0,1.0,1.0,5.0,4.0,10.0,13.0,14.0
104,GP,F,15,U,GT3,T,3,2,services,other,home,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,1,1,2,16,11,10,10,mother,2.0,2.0,0.0,yes,yes,yes,no,yes,no,4.0,3.0,5.0,1.0,1.0,2.0,26.0,7.0,6.0,6.0
105,GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,16,16,16,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,no,5.0,4.0,4.0,1.0,1.0,1.0,0.0,16.0,18.0,18.0
106,GP,F,15,U,GT3,A,3,3,other,health,reputation,father,1,4,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,10,10,10,father,1.0,4.0,0.0,yes,no,no,no,yes,no,4.0,3.0,3.0,1.0,1.0,4.0,10.0,10.0,11.0,11.0
107,GP,F,15,U,GT3,T,2,2,other,other,course,mother,1,4,0,yes,yes,no,no,yes,yes,yes,no,5,1,2,1,1,3,4,10,10,10,mother,1.0,4.0,0.0,yes,yes,yes,no,yes,no,5.0,1.0,2.0,1.0,1.0,3.0,8.0,7.0,8.0,8.0
108,GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,13,14,14,father,1.0,3.0,0.0,no,yes,no,yes,yes,no,5.0,3.0,3.0,1.0,1.0,5.0,2.0,16.0,18.0,18.0
109,GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,13,14,14,mother,1.0,2.0,0.0,no,no,yes,yes,yes,yes,4.0,2.0,3.0,1.0,2.0,3.0,2.0,12.0,13.0,12.0
110,GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0,no,yes,no,yes,yes,yes,yes,yes,1,3,5,3,5,1,8,12,10,11,father,4.0,4.0,0.0,no,yes,yes,yes,yes,yes,1.0,3.0,5.0,3.0,5.0,1.0,6.0,10.0,13.0,13.0
111,GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,4,2,15,15,14,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,yes,5.0,4.0,5.0,1.0,1.0,4.0,4.0,14.0,15.0,16.0
112,GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,4,13,14,14,mother,1.0,1.0,0.0,no,no,no,yes,yes,no,5.0,5.0,3.0,1.0,1.0,4.0,6.0,18.0,19.0,19.0
113,GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,4,11,11,11,father,1.0,3.0,1.0,yes,yes,no,yes,yes,no,4.0,1.0,2.0,1.0,1.0,2.0,0.0,7.0,10.0,10.0
114,GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,12,8,10,10,mother,1.0,2.0,1.0,yes,no,no,yes,yes,no,3.0,1.0,2.0,1.0,1.0,5.0,6.0,10.0,13.0,13.0
115,GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18,17,18,mother,1.0,1.0,0.0,no,no,no,no,yes,no,3.0,5.0,2.0,1.0,1.0,3.0,10.0,18.0,19.0,19.0
116,GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,4,10,9,10,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,5.0,4.0,2.0,1.0,1.0,5.0,8.0,9.0,9.0,9.0
117,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,16,14,14,father,1.0,2.0,0.0,no,yes,no,yes,yes,no,5.0,4.0,4.0,1.0,2.0,5.0,2.0,15.0,15.0,16.0
118,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,16,14,14,mother,1.0,1.0,0.0,no,yes,no,no,no,yes,3.0,3.0,2.0,2.0,1.0,5.0,0.0,7.0,6.0,0.0
119,GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,4,16,15,16,father,2.0,2.0,0.0,no,yes,no,yes,yes,no,4.0,4.0,3.0,1.0,1.0,2.0,2.0,11.0,13.0,14.0
120,GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,6,14,14,15,father,2.0,1.0,0.0,no,no,no,yes,yes,no,5.0,4.0,2.0,1.0,1.0,5.0,0.0,13.0,14.0,13.0
121,GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,14,12,11,11,father,3.0,2.0,1.0,no,yes,no,yes,yes,no,5.0,2.0,4.0,1.0,4.0,5.0,20.0,9.0,7.0,8.0
122,GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,14,13,14,father,1.0,1.0,0.0,no,no,no,no,yes,no,3.0,4.0,3.0,1.0,2.0,4.0,6.0,14.0,13.0,13.0
123,GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,14,14,14,mother,1.0,2.0,0.0,no,no,no,no,yes,no,3.0,2.0,3.0,1.0,2.0,1.0,2.0,16.0,15.0,15.0
124,GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,14,13,13,father,1.0,4.0,0.0,no,yes,yes,yes,yes,no,5.0,5.0,4.0,1.0,2.0,5.0,6.0,16.0,14.0,15.0
125,GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,14,12,13,father,2.0,2.0,0.0,no,yes,yes,yes,yes,yes,4.0,2.0,2.0,1.0,2.0,5.0,2.0,13.0,13.0,13.0
126,GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,4,12,13,13,mother,1.0,1.0,0.0,no,yes,no,yes,yes,no,3.0,4.0,4.0,1.0,4.0,5.0,18.0,14.0,11.0,13.0
127,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,12,11,11,mother,1.0,2.0,0.0,no,no,yes,no,yes,yes,5.0,4.0,4.0,1.0,1.0,5.0,0.0,8.0,7.0,8.0
128,GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,2,9,9,9,father,1.0,1.0,0.0,yes,no,no,no,yes,no,5.0,5.0,5.0,3.0,2.0,5.0,0.0,13.0,13.0,12.0
129,GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,10,11,11,mother,1.0,2.0,0.0,yes,no,no,yes,yes,yes,5.0,3.0,2.0,1.0,1.0,1.0,0.0,7.0,10.0,11.0
130,GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,2,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0,9,10,11,other,1.0,2.0,3.0,no,yes,no,no,no,no,3.0,4.0,2.0,1.0,1.0,5.0,2.0,7.0,8.0,9.0
131,GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8,14,14,15,mother,1.0,1.0,0.0,no,no,yes,yes,yes,no,3.0,5.0,5.0,2.0,5.0,4.0,8.0,18.0,18.0,18.0
132,GP,M,16,U,GT3,T,2,3,other,other,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,3,2,3,2,2,1,4,13,12,13,,,,,,,,,,,,,,,,,,,,
133,GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,10,11,12,father,2.0,3.0,2.0,no,yes,no,no,yes,yes,4.0,2.0,2.0,2.0,2.0,5.0,0.0,12.0,0.0,0.0
134,GP,F,18,U,GT3,T,2,1,services,other,reputation,mother,1,2,3,no,yes,no,yes,yes,no,yes,yes,5,4,5,1,3,5,10,10,9,8,,,,,,,,,,,,,,,,,,,,
135,GP,F,17,U,LE3,A,2,1,other,other,course,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,5,8,11,10,11,,,,,,,,,,,,,,,,,,,,
136,GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,11,12,13,mother,3.0,1.0,0.0,no,yes,no,yes,yes,yes,4.0,3.0,3.0,1.0,2.0,4.0,0.0,8.0,0.0,0.0
137,GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2,13,12,12,father,1.0,1.0,0.0,no,yes,no,no,yes,yes,3.0,4.0,4.0,1.0,3.0,5.0,12.0,10.0,13.0,12.0
138,GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,15,13,14,father,1.0,1.0,0.0,no,no,no,no,yes,no,3.0,2.0,1.0,1.0,4.0,5.0,16.0,12.0,11.0,11.0
139,GP,M,16,U,GT3,T,2,1,at_home,other,course,mother,4,1,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4,9,9,11,,,,,,,,,,,,,,,,,,,,
140,GP,F,16,U,GT3,A,2,2,other,other,home,mother,1,1,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,5,12,13,11,11,,,,,,,,,,,,,,,,,,,,
141,GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2,12,11,11,mother,4.0,2.0,0.0,no,yes,no,no,yes,yes,5.0,3.0,3.0,1.0,1.0,5.0,0.0,9.0,0.0,0.0
142,GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4,13,14,15,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,5.0,0.0,11.0,0.0,0.0
143,GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2,10,9,10,mother,3.0,2.0,0.0,no,no,no,no,yes,no,5.0,4.0,5.0,2.0,4.0,5.0,0.0,10.0,0.0,0.0
144,GP,F,16,R,GT3,T,1,1,at_home,other,course,mother,4,2,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,3,0,14,13,13,,,,,,,,,,,,,,,,,,,,
145,GP,M,18,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,3,3,4,4,5,4,2,11,11,12,,,,,,,,,,,,,,,,,,,,
146,GP,F,18,U,GT3,A,3,2,other,services,course,other,1,3,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,12,11,11,,,,,,,,,,,,,,,,,,,,
147,GP,F,16,R,GT3,T,1,1,other,services,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,1,8,12,11,11,,,,,,,,,,,,,,,,,,,,
148,GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,9,9,10,other,2.0,1.0,2.0,no,yes,no,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0
149,GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,2,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,10,10,10,mother,1.0,2.0,1.0,no,no,no,no,yes,yes,4.0,4.0,4.0,1.0,3.0,5.0,0.0,14.0,12.0,12.0
150,GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,13,14,14,mother,2.0,1.0,0.0,no,no,no,yes,yes,no,4.0,3.0,2.0,1.0,1.0,5.0,0.0,16.0,16.0,15.0
151,GP,F,15,R,GT3,T,1,1,other,other,course,mother,3,1,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,1,2,8,9,9,,,,,,,,,,,,,,,,,,,,
152,GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6,9,11,11,father,2.0,4.0,0.0,yes,yes,no,no,yes,no,2.0,2.0,2.0,1.0,1.0,3.0,0.0,7.0,9.0,0.0
153,GP,F,15,U,GT3,A,3,3,services,services,home,mother,1,2,0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24,9,8,9,,,,,,,,,,,,,,,,,,,,
154,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,15,13,13,mother,1.0,1.0,0.0,no,no,no,yes,yes,no,5.0,3.0,2.0,1.0,2.0,5.0,0.0,13.0,12.0,12.0
155,GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4,12,11,11,father,2.0,1.0,2.0,no,yes,no,yes,yes,no,2.0,3.0,3.0,2.0,2.0,2.0,8.0,9.0,9.0,9.0
156,GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,13,13,13,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,no,4.0,2.0,2.0,1.0,1.0,5.0,2.0,9.0,11.0,11.0
157,GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4,10,11,11,mother,1.0,1.0,0.0,no,no,no,no,yes,no,3.0,4.0,4.0,3.0,3.0,1.0,2.0,14.0,14.0,13.0
158,GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,22,9,7,6,mother,2.0,1.0,3.0,yes,yes,no,yes,no,no,4.0,5.0,1.0,1.0,1.0,3.0,2.0,8.0,8.0,10.0
159,GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,22,9,7,6,mother,1.0,1.0,3.0,no,yes,no,no,yes,no,5.0,4.0,5.0,1.0,2.0,5.0,0.0,5.0,0.0,0.0
160,GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,12,12,12,father,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,4.0,2.0,1.0,2.0,5.0,0.0,8.0,11.0,11.0
161,GP,F,15,U,LE3,A,2,1,at_home,other,home,mother,2,1,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0,11,10,10,,,,,,,,,,,,,,,,,,,,
162,GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,2,11,11,11,father,1.0,2.0,3.0,no,yes,no,no,yes,no,3.0,3.0,2.0,1.0,1.0,3.0,0.0,6.0,7.0,0.0
163,GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,6,13,12,13,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,2.0,1.0,1.0,5.0,2.0,10.0,11.0,11.0
164,GP,F,15,U,GT3,T,1,2,at_home,services,course,father,1,2,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,11,11,11,,,,,,,,,,,,,,,,,,,,
165,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,9,9,8,father,1.0,2.0,0.0,no,yes,no,yes,yes,no,5.0,4.0,4.0,1.0,2.0,5.0,2.0,15.0,15.0,16.0
166,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,9,9,8,mother,1.0,1.0,0.0,no,yes,no,no,no,yes,3.0,3.0,2.0,2.0,1.0,5.0,0.0,7.0,6.0,0.0
167,GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,12,11,11,mother,4.0,1.0,3.0,no,no,no,no,yes,no,4.0,5.0,5.0,2.0,5.0,5.0,0.0,8.0,9.0,10.0
168,GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,2,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,11,9,0,mother,1.0,1.0,3.0,no,no,no,no,no,yes,2.0,3.0,5.0,2.0,5.0,4.0,0.0,6.0,5.0,0.0
169,GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,9,10,10,mother,1.0,1.0,1.0,no,no,no,yes,yes,yes,4.0,4.0,4.0,3.0,5.0,5.0,6.0,12.0,13.0,14.0
170,GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13,13,13,other,2.0,3.0,2.0,no,yes,yes,yes,yes,yes,4.0,2.0,1.0,2.0,3.0,3.0,8.0,10.0,10.0,10.0
171,GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,11,9,11,mother,1.0,1.0,3.0,no,yes,no,no,no,yes,4.0,5.0,4.0,1.0,1.0,4.0,0.0,5.0,0.0,0.0
172,GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,13,13,13,mother,1.0,1.0,0.0,yes,yes,no,no,yes,yes,4.0,2.0,1.0,1.0,1.0,4.0,0.0,11.0,11.0,12.0
173,GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,7,8,8,mother,1.0,2.0,0.0,yes,no,yes,yes,yes,no,4.0,4.0,4.0,1.0,1.0,1.0,2.0,11.0,8.0,8.0
174,GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,9,8,10,mother,1.0,1.0,0.0,no,no,no,no,yes,no,2.0,2.0,2.0,3.0,3.0,5.0,8.0,16.0,12.0,13.0
175,GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,11,10,11,mother,3.0,1.0,3.0,no,yes,no,yes,yes,no,5.0,2.0,5.0,1.0,5.0,4.0,6.0,9.0,8.0,10.0
176,GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,12,10,11,mother,3.0,1.0,0.0,no,no,no,no,yes,no,4.0,2.0,2.0,1.0,2.0,3.0,2.0,17.0,15.0,15.0
177,GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,5,5,4,4,5,0,10,10,1,father,1.0,2.0,1.0,no,yes,yes,no,yes,yes,4.0,5.0,5.0,4.0,4.0,5.0,4.0,10.0,12.0,12.0
178,GP,M,16,U,LE3,T,1,2,health,services,course,mother,2,1,2,no,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,9,8,10,,,,,,,,,,,,,,,,,,,,
179,GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,8,8,9,mother,2.0,1.0,2.0,no,no,no,yes,no,yes,3.0,3.0,2.0,2.0,2.0,5.0,0.0,7.0,6.0,0.0
180,GP,M,17,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,4,7,6,8,,,,,,,,,,,,,,,,,,,,
181,GP,M,15,U,LE3,T,1,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,2,8,9,10,,,,,,,,,,,,,,,,,,,,
182,GP,M,16,U,GT3,T,1,3,at_home,services,course,father,1,1,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,9,8,8,,,,,,,,,,,,,,,,,,,,
183,GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8,mother,4.0,2.0,3.0,no,no,no,yes,no,yes,5.0,3.0,5.0,1.0,5.0,5.0,0.0,5.0,8.0,7.0
184,GP,M,17,U,GT3,T,3,2,services,services,course,mother,2,1,3,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,10,8,7,8,,,,,,,,,,,,,,,,,,,,
185,GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,9,10,11,father,1.0,2.0,0.0,no,no,no,no,no,no,4.0,3.0,5.0,2.0,4.0,4.0,4.0,10.0,10.0,10.0
186,GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,17,17,18,father,1.0,2.0,0.0,no,no,yes,no,yes,yes,4.0,2.0,3.0,1.0,1.0,3.0,0.0,14.0,15.0,16.0
187,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,5.0,1.0,5.0,1.0,1.0,4.0,0.0,6.0,7.0,0.0
188,GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,16,16,17,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,4.0,4.0,2.0,1.0,1.0,3.0,0.0,14.0,14.0,14.0
189,GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10,father,3.0,1.0,2.0,no,yes,no,yes,yes,no,3.0,4.0,5.0,2.0,4.0,2.0,0.0,6.0,5.0,0.0
